original_index,imageid,predicted_category,prediction_probability,true_category,predicted_category_name
15259,img_15259,1281,0.25550556,1281,Jeux enfant
15260,img_15260,2280,0.99193174,2280,Journaux et revues occasion
15261,img_15261,1140,0.14871648,2280,Objets pop culture
15262,img_15262,2582,0.46963784,2060,Mobilier et accessoires de jardin
15263,img_15263,1280,0.33230808,1281,Jouets enfant
15264,img_15264,1160,0.8405009,1160,Cartes de jeux
15265,img_15265,1280,0.17345783,1280,Jouets enfant
15266,img_15266,2220,0.45979214,1280,Animalerie
15267,img_15267,1300,0.5334805,1300,Modélisme
15268,img_15268,1320,0.30594495,1320,Puériculture
15269,img_15269,1140,0.9341035,1280,Objets pop culture
15270,img_15270,2583,0.89327806,2583,Piscine et accessoires
15271,img_15271,2403,0.35483828,1180,Lots livres et magazines
15272,img_15272,2583,0.9865846,2583,Piscine et accessoires
15273,img_15273,2582,0.9933252,2585,Mobilier et accessoires de jardin
15274,img_15274,1302,0.15569302,1320,Jeux et accessoires de plein air
15275,img_15275,1180,0.45543143,1302,Jeux de rôle et figurines
15276,img_15276,2280,0.868474,2280,Journaux et revues occasion
15277,img_15277,2582,0.60786796,1560,Mobilier et accessoires de jardin
15278,img_15278,50,0.28059396,50,Accessoires gaming
15279,img_15279,1160,0.94047666,1160,Cartes de jeux
15280,img_15280,1160,0.984766,1160,Cartes de jeux
15281,img_15281,2583,0.70428616,2583,Piscine et accessoires
15282,img_15282,2522,0.65894485,2522,Fournitures papeterie
15283,img_15283,1301,0.9282714,1301,Lingerie enfant et jeu de bar
15284,img_15284,2585,0.5549399,2585,Outillage de jardin
15285,img_15285,1281,0.8710905,1281,Jeux enfant
15286,img_15286,1300,0.7941063,1300,Modélisme
15287,img_15287,2522,0.8566635,2522,Fournitures papeterie
15288,img_15288,10,0.2839977,2060,Livres occasion
15289,img_15289,40,0.24443473,2280,Jeux consoles neuf
15290,img_15290,2522,0.9815454,2522,Fournitures papeterie
15291,img_15291,2060,0.35852823,2582,Décoration
15292,img_15292,2280,0.32542035,10,Journaux et revues occasion
15293,img_15293,2403,0.86133856,2403,Lots livres et magazines
15294,img_15294,1140,0.91165745,1280,Objets pop culture
15295,img_15295,10,0.96819866,10,Livres occasion
15296,img_15296,1280,0.46029976,1280,Jouets enfant
15297,img_15297,1180,0.23803903,2585,Jeux de rôle et figurines
15298,img_15298,2583,0.9623456,2583,Piscine et accessoires
15299,img_15299,2583,0.9813339,2583,Piscine et accessoires
15300,img_15300,60,0.16371419,60,Consoles de jeux
15301,img_15301,1560,0.26227632,2060,Mobilier
15302,img_15302,1300,0.5785625,1280,Modélisme
15303,img_15303,10,0.15579417,50,Livres occasion
15304,img_15304,2060,0.12880242,2583,Décoration
15305,img_15305,2583,0.1800423,2585,Piscine et accessoires
15306,img_15306,2905,0.5850658,2060,Jeux PC en téléchargement
15307,img_15307,2522,0.8427647,2522,Fournitures papeterie
15308,img_15308,2403,0.41138187,2280,Lots livres et magazines
15309,img_15309,1560,0.45342958,1560,Mobilier
15310,img_15310,1302,0.24119163,1281,Jeux et accessoires de plein air
15311,img_15311,10,0.7780556,10,Livres occasion
15312,img_15312,2585,0.99560344,2585,Outillage de jardin
15313,img_15313,2583,0.5794551,2583,Piscine et accessoires
15314,img_15314,1160,0.9594145,1160,Cartes de jeux
15315,img_15315,1180,0.5342492,2403,Jeux de rôle et figurines
15316,img_15316,2583,0.9993722,2583,Piscine et accessoires
15317,img_15317,1280,0.7915157,1280,Jouets enfant
15318,img_15318,2280,0.9840768,2280,Journaux et revues occasion
15319,img_15319,1160,0.6330704,1160,Cartes de jeux
15320,img_15320,1300,0.6312387,1300,Modélisme
15321,img_15321,2403,0.44453847,2403,Lots livres et magazines
15322,img_15322,1280,0.33618003,1320,Jouets enfant
15323,img_15323,1560,0.6771099,1560,Mobilier
15324,img_15324,1280,0.6595972,1280,Jouets enfant
15325,img_15325,1320,0.5826221,2522,Puériculture
15326,img_15326,2522,0.79658586,2522,Fournitures papeterie
15327,img_15327,2583,0.994693,2583,Piscine et accessoires
15328,img_15328,1160,0.92876035,1160,Cartes de jeux
15329,img_15329,2583,0.9139517,2522,Piscine et accessoires
15330,img_15330,1160,0.7222134,1160,Cartes de jeux
15331,img_15331,2582,0.95357543,2582,Mobilier et accessoires de jardin
15332,img_15332,1560,0.9609688,1560,Mobilier
15333,img_15333,1920,0.9582405,1920,Linge de maison
15334,img_15334,50,0.73417234,50,Accessoires gaming
15335,img_15335,1140,0.7220108,1140,Objets pop culture
15336,img_15336,1920,0.96337277,1920,Linge de maison
15337,img_15337,10,0.6475618,10,Livres occasion
15338,img_15338,1302,0.29004243,1302,Jeux et accessoires de plein air
15339,img_15339,2585,0.69278365,1560,Outillage de jardin
15340,img_15340,1280,0.12779814,10,Jouets enfant
15341,img_15341,1280,0.40567046,1280,Jouets enfant
15342,img_15342,1280,0.20642377,1281,Jouets enfant
15343,img_15343,1280,0.19089127,1300,Jouets enfant
15344,img_15344,1300,0.3405679,1300,Modélisme
15345,img_15345,1560,0.5359399,1180,Mobilier
15346,img_15346,1300,0.935785,1300,Modélisme
15347,img_15347,1160,0.9401609,1160,Cartes de jeux
15348,img_15348,50,0.66412896,1300,Accessoires gaming
15349,img_15349,1920,0.9689465,2060,Linge de maison
15350,img_15350,2280,0.87949026,2280,Journaux et revues occasion
15351,img_15351,2582,0.6289937,1560,Mobilier et accessoires de jardin
15352,img_15352,1302,0.5688264,2585,Jeux et accessoires de plein air
15353,img_15353,2462,0.66127354,50,Console et Jeux vidéos occasion
15354,img_15354,2220,0.2875181,2220,Animalerie
15355,img_15355,50,0.21888965,2582,Accessoires gaming
15356,img_15356,1920,0.976067,1920,Linge de maison
15357,img_15357,2583,0.447946,2583,Piscine et accessoires
15358,img_15358,60,0.96974957,60,Consoles de jeux
15359,img_15359,1302,0.21406804,2522,Jeux et accessoires de plein air
15360,img_15360,2705,0.9092725,2705,Livres neufs
15361,img_15361,1560,0.6362868,2582,Mobilier
15362,img_15362,60,0.56934,40,Consoles de jeux
15363,img_15363,2220,0.3876756,1280,Animalerie
15364,img_15364,1920,0.46951413,1920,Linge de maison
15365,img_15365,1320,0.6950449,1560,Puériculture
15366,img_15366,1920,0.8819616,1920,Linge de maison
15367,img_15367,2220,0.387612,2582,Animalerie
15368,img_15368,2583,0.8019667,2583,Piscine et accessoires
15369,img_15369,1280,0.34787235,1280,Jouets enfant
15370,img_15370,2583,0.58971316,2522,Piscine et accessoires
15371,img_15371,1140,0.5804897,1140,Objets pop culture
15372,img_15372,1160,0.55271983,2060,Cartes de jeux
15373,img_15373,50,0.5475561,1300,Accessoires gaming
15374,img_15374,1920,0.93037623,2060,Linge de maison
15375,img_15375,1140,0.6221849,1280,Objets pop culture
15376,img_15376,10,0.3722319,2280,Livres occasion
15377,img_15377,1180,0.424251,2060,Jeux de rôle et figurines
15378,img_15378,10,0.5115115,2403,Livres occasion
15379,img_15379,2522,0.20264962,2060,Fournitures papeterie
15380,img_15380,2522,0.639949,2522,Fournitures papeterie
15381,img_15381,1140,0.8786997,1140,Objets pop culture
15382,img_15382,1300,0.5128136,2585,Modélisme
15383,img_15383,10,0.5957448,10,Livres occasion
15384,img_15384,2585,0.98412424,2585,Outillage de jardin
15385,img_15385,1160,0.9395193,1160,Cartes de jeux
15386,img_15386,1300,0.76533437,1300,Modélisme
15387,img_15387,50,0.42884916,1300,Accessoires gaming
15388,img_15388,2705,0.90027696,2705,Livres neufs
15389,img_15389,1281,0.2920404,2905,Jeux enfant
15390,img_15390,1302,0.99727964,1281,Jeux et accessoires de plein air
15391,img_15391,2280,0.4784289,2403,Journaux et revues occasion
15392,img_15392,1280,0.6502258,1300,Jouets enfant
15393,img_15393,1560,0.90080625,1560,Mobilier
15394,img_15394,60,0.9492377,60,Consoles de jeux
15395,img_15395,2522,0.9787636,2522,Fournitures papeterie
15396,img_15396,2583,0.7162557,2583,Piscine et accessoires
15397,img_15397,2220,0.2828414,1320,Animalerie
15398,img_15398,10,0.73159665,10,Livres occasion
15399,img_15399,1920,0.9685196,1920,Linge de maison
15400,img_15400,2522,0.30787578,2522,Fournitures papeterie
15401,img_15401,1281,0.4121269,1280,Jeux enfant
15402,img_15402,40,0.39866984,40,Jeux consoles neuf
15403,img_15403,2585,0.84571284,2522,Outillage de jardin
15404,img_15404,2060,0.1789744,2583,Décoration
15405,img_15405,1301,0.42257956,2522,Lingerie enfant et jeu de bar
15406,img_15406,2705,0.9507222,2705,Livres neufs
15407,img_15407,2583,0.8543512,2583,Piscine et accessoires
15408,img_15408,1320,0.95056653,1320,Puériculture
15409,img_15409,2403,0.6455729,2403,Lots livres et magazines
15410,img_15410,1560,0.19417787,2582,Mobilier
15411,img_15411,1280,0.7196727,1280,Jouets enfant
15412,img_15412,1920,0.91342413,1920,Linge de maison
15413,img_15413,40,0.29850367,2905,Jeux consoles neuf
15414,img_15414,2522,0.9959915,2522,Fournitures papeterie
15415,img_15415,1300,0.5767867,1280,Modélisme
15416,img_15416,2583,0.70401025,2583,Piscine et accessoires
15417,img_15417,10,0.26061,2705,Livres occasion
15418,img_15418,2705,0.93597704,2705,Livres neufs
15419,img_15419,2522,0.9353486,2522,Fournitures papeterie
15420,img_15420,1920,0.90868795,1920,Linge de maison
15421,img_15421,10,0.2839883,1160,Livres occasion
15422,img_15422,40,0.16038883,1281,Jeux consoles neuf
15423,img_15423,1320,0.09007585,1280,Puériculture
15424,img_15424,2403,0.98249185,2403,Lots livres et magazines
15425,img_15425,1300,0.80931866,1300,Modélisme
15426,img_15426,2403,0.97827744,2403,Lots livres et magazines
15427,img_15427,1280,0.63275254,1280,Jouets enfant
15428,img_15428,1320,0.07934337,2060,Puériculture
15429,img_15429,1140,0.9684715,1140,Objets pop culture
15430,img_15430,1302,0.6556429,2583,Jeux et accessoires de plein air
15431,img_15431,1281,0.3395078,1560,Jeux enfant
15432,img_15432,2060,0.13663399,2060,Décoration
15433,img_15433,1320,0.5448712,2585,Puériculture
15434,img_15434,2705,0.4711529,10,Livres neufs
15435,img_15435,1302,0.18334922,1302,Jeux et accessoires de plein air
15436,img_15436,1920,0.9153518,1920,Linge de maison
15437,img_15437,2280,0.99226403,2280,Journaux et revues occasion
15438,img_15438,1281,0.82748085,50,Jeux enfant
15439,img_15439,1300,0.20817587,1300,Modélisme
15440,img_15440,2585,0.9546934,2585,Outillage de jardin
15441,img_15441,2582,0.38584626,2582,Mobilier et accessoires de jardin
15442,img_15442,1300,0.6561463,1300,Modélisme
15443,img_15443,2522,0.94234616,2522,Fournitures papeterie
15444,img_15444,1301,0.40603322,1301,Lingerie enfant et jeu de bar
15445,img_15445,2583,0.9442511,2583,Piscine et accessoires
15446,img_15446,2522,0.62407535,50,Fournitures papeterie
15447,img_15447,1160,0.9257783,1160,Cartes de jeux
15448,img_15448,1160,0.8736661,1160,Cartes de jeux
15449,img_15449,10,0.8806659,10,Livres occasion
15450,img_15450,2583,0.9192206,2583,Piscine et accessoires
15451,img_15451,1560,0.225817,1280,Mobilier
15452,img_15452,1160,0.9043096,1160,Cartes de jeux
15453,img_15453,2462,0.9890805,2462,Console et Jeux vidéos occasion
15454,img_15454,2522,0.45097113,2583,Fournitures papeterie
15455,img_15455,2583,0.9559335,2583,Piscine et accessoires
15456,img_15456,1301,0.99509156,1301,Lingerie enfant et jeu de bar
15457,img_15457,2583,0.89564985,2583,Piscine et accessoires
15458,img_15458,2705,0.9032498,2705,Livres neufs
15459,img_15459,1920,0.7331033,1920,Linge de maison
15460,img_15460,10,0.22110827,2705,Livres occasion
15461,img_15461,2060,0.665864,2060,Décoration
15462,img_15462,2462,0.35681584,2462,Console et Jeux vidéos occasion
15463,img_15463,60,0.1426214,1281,Consoles de jeux
15464,img_15464,10,0.9403882,10,Livres occasion
15465,img_15465,1320,0.7941607,1320,Puériculture
15466,img_15466,1280,0.37530813,1140,Jouets enfant
15467,img_15467,2582,0.76148796,1560,Mobilier et accessoires de jardin
15468,img_15468,1320,0.5669381,1300,Puériculture
15469,img_15469,2583,0.88789284,2583,Piscine et accessoires
15470,img_15470,10,0.3491492,2705,Livres occasion
15471,img_15471,2060,0.10266178,1300,Décoration
15472,img_15472,1300,0.80030215,1300,Modélisme
15473,img_15473,2583,0.9190164,2583,Piscine et accessoires
15474,img_15474,1300,0.6025616,2522,Modélisme
15475,img_15475,2705,0.362742,10,Livres neufs
15476,img_15476,2583,0.96790206,2583,Piscine et accessoires
15477,img_15477,1300,0.7655979,1300,Modélisme
15478,img_15478,40,0.40174663,40,Jeux consoles neuf
15479,img_15479,1301,0.983313,1301,Lingerie enfant et jeu de bar
15480,img_15480,1280,0.23725948,1302,Jouets enfant
15481,img_15481,2705,0.9843413,2705,Livres neufs
15482,img_15482,1300,0.25988513,1300,Modélisme
15483,img_15483,2060,0.41228026,2060,Décoration
15484,img_15484,2403,0.809551,1320,Lots livres et magazines
15485,img_15485,2522,0.9156303,2522,Fournitures papeterie
15486,img_15486,1280,0.7160064,1280,Jouets enfant
15487,img_15487,2583,0.95670617,2583,Piscine et accessoires
15488,img_15488,2905,0.3924288,2583,Jeux PC en téléchargement
15489,img_15489,2585,0.29145148,1302,Outillage de jardin
15490,img_15490,1920,0.7107407,1920,Linge de maison
15491,img_15491,2280,0.27497408,1140,Journaux et revues occasion
15492,img_15492,2582,0.44438416,2583,Mobilier et accessoires de jardin
15493,img_15493,2060,0.988242,2060,Décoration
15494,img_15494,10,0.9474466,10,Livres occasion
15495,img_15495,2403,0.3451319,1281,Lots livres et magazines
15496,img_15496,1160,0.98181456,1160,Cartes de jeux
15497,img_15497,1140,0.84255123,1140,Objets pop culture
15498,img_15498,1140,0.9511107,1140,Objets pop culture
15499,img_15499,1140,0.49204075,50,Objets pop culture
15500,img_15500,1300,0.5283326,1560,Modélisme
15501,img_15501,1320,0.5018079,2582,Puériculture
15502,img_15502,1940,0.09776303,1560,Épicerie
15503,img_15503,1160,0.7240662,1160,Cartes de jeux
15504,img_15504,50,0.13070865,2583,Accessoires gaming
15505,img_15505,1320,0.75952786,1320,Puériculture
15506,img_15506,1140,0.7540448,1140,Objets pop culture
15507,img_15507,1302,0.25917938,1302,Jeux et accessoires de plein air
15508,img_15508,2905,0.79863286,2905,Jeux PC en téléchargement
15509,img_15509,2582,0.94845617,2582,Mobilier et accessoires de jardin
15510,img_15510,1280,0.40384758,1300,Jouets enfant
15511,img_15511,2403,0.9584357,2403,Lots livres et magazines
15512,img_15512,1300,0.78828704,1280,Modélisme
15513,img_15513,1180,0.9508771,1180,Jeux de rôle et figurines
15514,img_15514,1300,0.8268744,1300,Modélisme
15515,img_15515,1940,0.30889308,2280,Épicerie
15516,img_15516,10,0.23035298,10,Livres occasion
15517,img_15517,50,0.37348425,2462,Accessoires gaming
15518,img_15518,2220,0.14954416,1920,Animalerie
15519,img_15519,1160,0.85725754,1160,Cartes de jeux
15520,img_15520,1160,0.69013727,1160,Cartes de jeux
15521,img_15521,1160,0.97608614,1160,Cartes de jeux
15522,img_15522,2583,0.9840862,2583,Piscine et accessoires
15523,img_15523,1300,0.5123699,2585,Modélisme
15524,img_15524,1300,0.7014033,1300,Modélisme
15525,img_15525,1300,0.37114674,1300,Modélisme
15526,img_15526,1320,0.35360202,1302,Puériculture
15527,img_15527,2522,0.8540297,2522,Fournitures papeterie
15528,img_15528,2583,0.8381306,2585,Piscine et accessoires
15529,img_15529,2220,0.6917807,2220,Animalerie
15530,img_15530,1300,0.8872366,1300,Modélisme
15531,img_15531,1140,0.39830178,1280,Objets pop culture
15532,img_15532,1300,0.7177054,2583,Modélisme
15533,img_15533,2060,0.584169,2060,Décoration
15534,img_15534,2060,0.5117299,2060,Décoration
15535,img_15535,10,0.44049796,2705,Livres occasion
15536,img_15536,1140,0.6596377,10,Objets pop culture
15537,img_15537,1140,0.39263892,1140,Objets pop culture
15538,img_15538,2462,0.28591573,1300,Console et Jeux vidéos occasion
15539,img_15539,2280,0.5621903,2280,Journaux et revues occasion
15540,img_15540,2522,0.5559691,2522,Fournitures papeterie
15541,img_15541,1160,0.9202388,1160,Cartes de jeux
15542,img_15542,1300,0.53953004,1300,Modélisme
15543,img_15543,2522,0.9829395,2522,Fournitures papeterie
15544,img_15544,1560,0.11112815,2522,Mobilier
15545,img_15545,2583,0.9954934,2583,Piscine et accessoires
15546,img_15546,2403,0.3418129,1920,Lots livres et magazines
15547,img_15547,1940,0.19309364,1280,Épicerie
15548,img_15548,2403,0.7861462,2403,Lots livres et magazines
15549,img_15549,2522,0.10490139,2522,Fournitures papeterie
15550,img_15550,2522,0.6859217,2522,Fournitures papeterie
15551,img_15551,2280,0.7239634,2280,Journaux et revues occasion
15552,img_15552,10,0.7827191,2705,Livres occasion
15553,img_15553,2522,0.16016944,1940,Fournitures papeterie
15554,img_15554,2583,0.74133307,2583,Piscine et accessoires
15555,img_15555,1140,0.29380634,50,Objets pop culture
15556,img_15556,2060,0.68050086,2060,Décoration
15557,img_15557,2705,0.45693833,10,Livres neufs
15558,img_15558,1280,0.54168904,1280,Jouets enfant
15559,img_15559,50,0.995316,50,Accessoires gaming
15560,img_15560,40,0.5362695,1300,Jeux consoles neuf
15561,img_15561,2280,0.7843019,2280,Journaux et revues occasion
15562,img_15562,2280,0.9779716,2280,Journaux et revues occasion
15563,img_15563,2403,0.3190445,2403,Lots livres et magazines
15564,img_15564,1300,0.76060486,1280,Modélisme
15565,img_15565,1560,0.9250532,2582,Mobilier
15566,img_15566,2280,0.7135273,2280,Journaux et revues occasion
15567,img_15567,1160,0.9753877,1160,Cartes de jeux
15568,img_15568,2403,0.8220776,10,Lots livres et magazines
15569,img_15569,1140,0.61470723,1160,Objets pop culture
15570,img_15570,2905,0.18686551,2522,Jeux PC en téléchargement
15571,img_15571,2403,0.9238211,2403,Lots livres et magazines
15572,img_15572,1300,0.96186274,1300,Modélisme
15573,img_15573,10,0.5275536,10,Livres occasion
15574,img_15574,1180,0.23659185,2522,Jeux de rôle et figurines
15575,img_15575,2522,0.30303216,2522,Fournitures papeterie
15576,img_15576,2582,0.89045966,2582,Mobilier et accessoires de jardin
15577,img_15577,2060,0.9810814,2060,Décoration
15578,img_15578,2705,0.9367649,2705,Livres neufs
15579,img_15579,1560,0.26911786,2585,Mobilier
15580,img_15580,2522,0.9953048,2522,Fournitures papeterie
15581,img_15581,1280,0.23184563,1302,Jouets enfant
15582,img_15582,2585,0.20969029,2585,Outillage de jardin
15583,img_15583,10,0.52915114,2403,Livres occasion
15584,img_15584,2583,0.8200927,2583,Piscine et accessoires
15585,img_15585,2583,0.97628796,2583,Piscine et accessoires
15586,img_15586,2403,0.7636496,1180,Lots livres et magazines
15587,img_15587,1300,0.8802742,1300,Modélisme
15588,img_15588,40,0.37144962,1940,Jeux consoles neuf
15589,img_15589,2522,0.99630535,2522,Fournitures papeterie
15590,img_15590,1280,0.8668333,1280,Jouets enfant
15591,img_15591,60,0.9701263,60,Consoles de jeux
15592,img_15592,1302,0.6486567,1300,Jeux et accessoires de plein air
15593,img_15593,1560,0.9527678,1560,Mobilier
15594,img_15594,2583,0.98946416,2583,Piscine et accessoires
15595,img_15595,1560,0.45715338,2582,Mobilier
15596,img_15596,2522,0.30091783,2522,Fournitures papeterie
15597,img_15597,1940,0.98634285,1940,Épicerie
15598,img_15598,2582,0.31762183,2583,Mobilier et accessoires de jardin
15599,img_15599,2522,0.64288074,2522,Fournitures papeterie
15600,img_15600,2060,0.5707062,1920,Décoration
15601,img_15601,2583,0.9516531,2583,Piscine et accessoires
15602,img_15602,1302,0.41976917,1280,Jeux et accessoires de plein air
15603,img_15603,1281,0.36344412,1302,Jeux enfant
15604,img_15604,2705,0.722746,2705,Livres neufs
15605,img_15605,1920,0.9553806,1920,Linge de maison
15606,img_15606,1920,0.8749637,1920,Linge de maison
15607,img_15607,2522,0.2229583,2522,Fournitures papeterie
15608,img_15608,50,0.3111713,2060,Accessoires gaming
15609,img_15609,2583,0.9600432,2583,Piscine et accessoires
15610,img_15610,2583,0.7941917,2583,Piscine et accessoires
15611,img_15611,2905,0.7035919,2905,Jeux PC en téléchargement
15612,img_15612,2060,0.13609305,2060,Décoration
15613,img_15613,1140,0.6496779,1280,Objets pop culture
15614,img_15614,1281,0.57049435,1281,Jeux enfant
15615,img_15615,2585,0.34993896,1281,Outillage de jardin
15616,img_15616,2905,0.27253452,40,Jeux PC en téléchargement
15617,img_15617,1320,0.12076437,2705,Puériculture
15618,img_15618,2280,0.48835838,2403,Journaux et revues occasion
15619,img_15619,2522,0.36059928,2522,Fournitures papeterie
15620,img_15620,1560,0.52707815,1560,Mobilier
15621,img_15621,2522,0.23318084,2522,Fournitures papeterie
15622,img_15622,2403,0.20752542,2522,Lots livres et magazines
15623,img_15623,2582,0.9883435,2582,Mobilier et accessoires de jardin
15624,img_15624,1560,0.308852,1560,Mobilier
15625,img_15625,2582,0.94803244,2582,Mobilier et accessoires de jardin
15626,img_15626,1320,0.48201326,1280,Puériculture
15627,img_15627,1160,0.94087416,1160,Cartes de jeux
15628,img_15628,1300,0.2653636,50,Modélisme
15629,img_15629,2403,0.59967226,2403,Lots livres et magazines
15630,img_15630,2905,0.69747245,2705,Jeux PC en téléchargement
15631,img_15631,1920,0.9720018,1920,Linge de maison
15632,img_15632,2705,0.9418071,2705,Livres neufs
15633,img_15633,1920,0.96014345,1920,Linge de maison
15634,img_15634,1300,0.9314185,1300,Modélisme
15635,img_15635,2705,0.91225404,2705,Livres neufs
15636,img_15636,2280,0.7409013,2280,Journaux et revues occasion
15637,img_15637,2905,0.9960425,2905,Jeux PC en téléchargement
15638,img_15638,2220,0.36973795,2582,Animalerie
15639,img_15639,50,0.8604708,40,Accessoires gaming
15640,img_15640,2583,0.20152098,2583,Piscine et accessoires
15641,img_15641,1302,0.97011805,1302,Jeux et accessoires de plein air
15642,img_15642,50,0.11319598,1281,Accessoires gaming
15643,img_15643,2522,0.63709617,2522,Fournitures papeterie
15644,img_15644,2585,0.28481206,2585,Outillage de jardin
15645,img_15645,2705,0.32855272,2705,Livres neufs
15646,img_15646,2585,0.28492045,1302,Outillage de jardin
15647,img_15647,40,0.28651634,40,Jeux consoles neuf
15648,img_15648,2583,0.9297997,2583,Piscine et accessoires
15649,img_15649,1280,0.59631073,1280,Jouets enfant
15650,img_15650,2522,0.9176948,2522,Fournitures papeterie
15651,img_15651,2280,0.7995409,2403,Journaux et revues occasion
15652,img_15652,2280,0.73126197,2280,Journaux et revues occasion
15653,img_15653,40,0.82341284,40,Jeux consoles neuf
15654,img_15654,60,0.7642787,2280,Consoles de jeux
15655,img_15655,1302,0.3331726,1560,Jeux et accessoires de plein air
15656,img_15656,1140,0.6652889,1140,Objets pop culture
15657,img_15657,2705,0.26000747,2403,Livres neufs
15658,img_15658,1281,0.16639629,1281,Jeux enfant
15659,img_15659,1560,0.22115143,1560,Mobilier
15660,img_15660,1160,0.9901252,1160,Cartes de jeux
15661,img_15661,2582,0.108459875,2583,Mobilier et accessoires de jardin
15662,img_15662,1160,0.98716134,1160,Cartes de jeux
15663,img_15663,1160,0.917725,1160,Cartes de jeux
15664,img_15664,1560,0.97643244,1560,Mobilier
15665,img_15665,2403,0.51622844,2403,Lots livres et magazines
15666,img_15666,2585,0.7426119,2585,Outillage de jardin
15667,img_15667,1560,0.2050585,1560,Mobilier
15668,img_15668,2582,0.64625376,1560,Mobilier et accessoires de jardin
15669,img_15669,10,0.29242325,2705,Livres occasion
15670,img_15670,1280,0.1394904,1281,Jouets enfant
15671,img_15671,1302,0.443817,2582,Jeux et accessoires de plein air
15672,img_15672,2280,0.8448299,2280,Journaux et revues occasion
15673,img_15673,2585,0.8243459,2585,Outillage de jardin
15674,img_15674,1560,0.9069961,1560,Mobilier
15675,img_15675,1920,0.58810663,2060,Linge de maison
15676,img_15676,2522,0.68528056,2522,Fournitures papeterie
15677,img_15677,10,0.90956175,10,Livres occasion
15678,img_15678,1300,0.3392885,1300,Modélisme
15679,img_15679,2583,0.9816737,2583,Piscine et accessoires
15680,img_15680,1160,0.9647186,1160,Cartes de jeux
15681,img_15681,1281,0.80485517,1281,Jeux enfant
15682,img_15682,2060,0.53461236,2060,Décoration
15683,img_15683,10,0.7556845,10,Livres occasion
15684,img_15684,2705,0.30580455,2705,Livres neufs
15685,img_15685,1560,0.4376113,1920,Mobilier
15686,img_15686,1280,0.4223232,1300,Jouets enfant
15687,img_15687,1281,0.25661895,10,Jeux enfant
15688,img_15688,1160,0.9626219,1160,Cartes de jeux
15689,img_15689,2060,0.45755374,2060,Décoration
15690,img_15690,40,0.47864014,40,Jeux consoles neuf
15691,img_15691,40,0.61720794,60,Jeux consoles neuf
15692,img_15692,1320,0.13118069,1281,Puériculture
15693,img_15693,2582,0.97417146,2582,Mobilier et accessoires de jardin
15694,img_15694,2582,0.17668808,2060,Mobilier et accessoires de jardin
15695,img_15695,2280,0.67570126,2280,Journaux et revues occasion
15696,img_15696,2280,0.97922164,2280,Journaux et revues occasion
15697,img_15697,1160,0.90636605,1160,Cartes de jeux
15698,img_15698,1920,0.61952657,1920,Linge de maison
15699,img_15699,2585,0.5567918,1302,Outillage de jardin
15700,img_15700,2905,0.906697,2905,Jeux PC en téléchargement
15701,img_15701,2705,0.95291567,2705,Livres neufs
15702,img_15702,2583,0.7920935,1302,Piscine et accessoires
15703,img_15703,2705,0.33319622,2705,Livres neufs
15704,img_15704,10,0.9285788,10,Livres occasion
15705,img_15705,2705,0.19992258,10,Livres neufs
15706,img_15706,2522,0.9088338,2583,Fournitures papeterie
15707,img_15707,40,0.65567565,40,Jeux consoles neuf
15708,img_15708,1560,0.86939025,1560,Mobilier
15709,img_15709,2462,0.8724273,2462,Console et Jeux vidéos occasion
15710,img_15710,1280,0.22706075,1280,Jouets enfant
15711,img_15711,1300,0.7537245,1300,Modélisme
15712,img_15712,1281,0.54754573,1140,Jeux enfant
15713,img_15713,2582,0.5581243,2582,Mobilier et accessoires de jardin
15714,img_15714,60,0.679496,60,Consoles de jeux
15715,img_15715,1160,0.27106693,2403,Cartes de jeux
15716,img_15716,1320,0.14755209,1560,Puériculture
15717,img_15717,2585,0.41179085,1300,Outillage de jardin
15718,img_15718,1160,0.9958039,1160,Cartes de jeux
15719,img_15719,2582,0.68902075,2060,Mobilier et accessoires de jardin
15720,img_15720,2462,0.23227933,50,Console et Jeux vidéos occasion
15721,img_15721,2403,0.12198551,2403,Lots livres et magazines
15722,img_15722,2583,0.88297576,2583,Piscine et accessoires
15723,img_15723,2705,0.9467318,2705,Livres neufs
15724,img_15724,50,0.2809839,40,Accessoires gaming
15725,img_15725,2403,0.8826357,2403,Lots livres et magazines
15726,img_15726,2582,0.1748488,2582,Mobilier et accessoires de jardin
15727,img_15727,1320,0.9782891,1320,Puériculture
15728,img_15728,2582,0.6663395,2522,Mobilier et accessoires de jardin
15729,img_15729,1560,0.93720686,1560,Mobilier
15730,img_15730,2522,0.6717015,2522,Fournitures papeterie
15731,img_15731,2403,0.34450886,2403,Lots livres et magazines
15732,img_15732,2582,0.2470571,2583,Mobilier et accessoires de jardin
15733,img_15733,2280,0.8725288,10,Journaux et revues occasion
15734,img_15734,2403,0.5590051,2403,Lots livres et magazines
15735,img_15735,60,0.15620591,2583,Consoles de jeux
15736,img_15736,1302,0.78443724,1302,Jeux et accessoires de plein air
15737,img_15737,1320,0.979043,1320,Puériculture
15738,img_15738,1280,0.24706718,1280,Jouets enfant
15739,img_15739,2060,0.3933733,2060,Décoration
15740,img_15740,1160,0.23454529,1160,Cartes de jeux
15741,img_15741,50,0.1533394,2583,Accessoires gaming
15742,img_15742,1180,0.14589302,2583,Jeux de rôle et figurines
15743,img_15743,1140,0.26982117,1280,Objets pop culture
15744,img_15744,2280,0.59985554,10,Journaux et revues occasion
